label,title,content
0,Girl Distribution Company, The Girl Distribution Company is a skateboarding distribution company based in Torrance California United States (US). The distribution company houses the following brands: Girl Skateboards Chocolate Skateboards Royal Skateboard Trucks Ruby Republic and Fourstar Clothing.
0,Total Entertainment Network, Total Entertainment Network (TEN) was an online gaming service that existed from September 1996 until October 1999. T E Network Inc. which created and operated the TEN service was formed from the merger of Optigon Interactive and Outland in June 1995 when they received their first round of venture capital funding from Vinod Khosla a general partner at Kleiner Perkins Caufield & Byers.
0,Electrola, Electrola was a record label founded in Berlin in 1925 by the Gramophone Company. In March 1931 Electrola along with its parent label and Carl Lindström Company parent Columbia Graphophone Company merged to form the Electric & Musical Industries Ltd. (EMI). The German EMI unit was first called Lindstrom-Electrola.
0,Kraft Foods, Kraft Foods Group Inc. (NASDAQ: KRFT) is an American grocery manufacturing and processing conglomerate headquartered in the Chicago suburb of Northfield Illinois.The company was formed in 2012 by a demerger from Kraft Foods Inc. which in turn was renamed Mondelēz International. The new Kraft Foods Group is a North American grocery business while Mondelēz is a multinational snack and confectionary company. Kraft Foods Group is an independent public company; it is listed on the NASDAQ.
0,Edutopia, Edutopia is a website published by the George Lucas Educational Foundation (GLEF). Founded in 1991 by filmmaker George Lucas and venture capitalist Steve Arnold the Foundation celebrates and encourages innovation in K-12 schools.Edutopia focuses on six core learning strategies.
0,Ever Gotesco Malls, Ever Gotesco Malls Group of Companies under the trade name Ever Gotesco Malls is one of the largest shopping malls and retail operators in Metro Manila. It was incorporated on 1972 by Chinese Filipino entrepreneur Jose Go whose main vision was to develop conduct operate and maintain affordable and accessible commercial shopping malls for the Filipino masses.
0,Ares Incorporated, ARES Incorporated is an American weapons manufacturer and firearms engineering company co-founded by the renowned American weapons inventor and developer Eugene Stoner in 1971.
0,Begell House, Begell House is an academic publisher of medical and scientific journals and books with a concentration on engineering and biological sciences .It is also produces eBooks and digital articles via Begell Digital Library and ThermopediaIt is a privately owned company based in New York City. The company headquarters are in Redding Connecticut. The company was founded in 1991 by William Begell. Begell House currently publishes 40 peer-reviewed journals and about 10 books annually.
0,Spantax, Spantax S.A. was a Spanish airline that operated from 1959 to 1988. Its head office was located in Madrid.
0,Siti Nurhaliza Collections, Siti Nurhaliza Collections Sdn. Bhd. is one of the two subsidiary companies under Siti Nurhaliza Productions. The other one is Siti Nurhaliza Marketing. The company serves as to promote Siti Nurhaliza collections (mostly merchandises) as well as her previous albums. Both can be purchased by fans through the company's website.
0,Sass & bide, sass & bide is an Australian women's fashion label. The label is known for being worn by Sex And The City actor Sarah Jessica Parker and in more recent times Madonna Rihanna Kate Moss Beyoncé Nicole Richie and Mila Kunis.
0,Rīgas Vagonbūves Rūpnīca, Originally named Phoenix Rīgas Vagonbūves Rūpnīca (RVR) was founded in 1895 by the businessman Oscar Freywirth and is one of the largest machine-building plants in Latvia. RVR is based in Riga and was for many years the largest producer of electric and diesel trains and also tramcars in the former Soviet Union. Its best known products are the ER1 ER2 ER7 and ER9 electric trains many of which are still in service today.
0,High Voltage Software, High Voltage Software (HVS) is an independent game development company located at Hoffman Estates Illinois. Established in 1993 it now employs approximately 95 staff members. Red Eye Studios a motion capture facility is a wholly owned subsidiary of HVS.
0,Philippine National Bank, The Philippine National Bank (PNB Filipino: Bangko Nasyonal ng Pilipinas or Pambansang Bangko ng Pilipinas Castilian Spanish: Banco Nacional de Agricola de Filipinas) (PSE: PNB) is one of the largest banks in the Philippines. The bank was acquired by tycoon Lucio Tan after it was privatized by the government. It rose to become the fifth largest bank in the Philippines after its merger with the Tan-owned Allied Bank.
0,Havas Digital, Havas Digital was a business unit under Havas Media an advertising and communications services group.
0,United States Rubber Company, The United States Rubber Company was founded in Naugatuck Connecticut in 1892. It was one of the original 12 stocks in the Dow Jones Industrial Average and became Uniroyal Inc. in 1961. In 1990 Uniroyal was acquired by France-based tire maker Michelin.One of Uniroyal's best known products is the Tiger Paw tire introduced in the 1960s and included as original equipment for that decade's muscle cars such as the Pontiac GTO which itself was promoted as The Tiger during its early years.
0,Minière et Métallurgique de Rodange, The Minière et Métallurgique de Rodange (MMR) (mines and steelworks of Rodange) was a Luxembourgian blast furnace steel producer and mining company originally established in 1872 as the Hauts-Fourneaux de Rodange.
0,Giantslayer Records, Giantslayer Records was an American independent record label specializing in country music. It was established in 2004 by songwriters Rory Lee Feek and Tim Johnson in Nashville Tennessee. Songwriters included Rory Lee Feek born in Atchison Kansas. Feek has co-written Blake Shelton's Number One single Some Beach as well as Top 5 hits for Clay Walker (The Chain of Love) and Collin Raye (Someone You Used to Know). He and Joey Martin founded the duo Joey + Rory in 2008.
